gene_id,buff_families,sens_families,buff_redundancy,sens_redundancy,ase,contrast_score
Zm00001eb406510,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",4.285714285714286,6.0,0.900686846907375,-1.7142857142857144
Zm00001eb406570,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",8.444444444444445,7.111111111111111,2.1479754359009946,1.333333333333334
Zm00001eb406610,MYB_related,"SBP,bZIP",7.0,8.5,1.409095648612551,-1.5
Zm00001eb406620,"Dof,MYB","ARF,NAC,SBP",13.0,13.25,0.8638318050761402,-0.25
Zm00001eb406730,"Dof,MYB","ARF,NAC,bZIP",10.0,6.666666666666667,1.546664286297752,3.333333333333333
Zm00001eb406760,"Dof,MYB,MYB_related",NAC,8.6,8.0,0.262230935540202,0.5999999999999996
Zm00001eb406780,Dof,SBP,6.0,7.0,0.1899467946310185,-1.0
Zm00001eb406810,"Dof,MYB,MYB_related","ARF,NAC,bHLH",13.88888888888889,4.666666666666667,0.2357435636094772,9.222222222222221
Zm00001eb406820,"Dof,MYB,MYB_related","ARF,NAC",10.166666666666666,7.333333333333333,0.2579274443736328,2.833333333333333
Zm00001eb406840,"Dof,MYB_related","ARF,NAC,SBP,bHLH,bZIP",7.4,5.25,0.290143306174453,2.1500000000000004
Zm00001eb406860,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",20.875,8.9,0.3293753494391223,11.975
Zm00001eb406880,"Dof,MYB,MYB_related",NAC,21.0,9.0,0.3702693350828024,12.0
Zm00001eb406890,"MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",15.666666666666666,4.666666666666667,0.6284560310762551,11.0
Zm00001eb406900,"Dof,MYB,MYB_related",ARF,8.11111111111111,4.0,0.5871379978231804,4.111111111111111
Zm00001eb406960,"Dof,MYB,MYB_related",NAC,14.5,6.0,0.6205930818717325,8.5
Zm00001eb407020,"Dof,MYB,MYB_related","SBP,bHLH",9.25,7.333333333333333,0.1944171423661492,1.916666666666667
Zm00001eb407100,MYB,"NAC,SBP,bHLH,bZIP",31.0,6.75,0.9485039524838668,24.25
Zm00001eb407120,"MYB,MYB_related","NAC,bHLH,bZIP",10.0,3.6666666666666665,0.2555788728634358,6.333333333333334
Zm00001eb407140,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",10.555555555555555,14.25,2.222392421336448,-3.6944444444444446
Zm00001eb407150,"MYB,MYB_related","ARF,NAC,bHLH,bZIP",10.2,6.555555555555555,0.7845004105075667,3.644444444444444
Zm00001eb407250,"Dof,MYB,MYB_related",NAC,12.8,13.0,0.9670574822586664,-0.1999999999999993
Zm00001eb407520,"MYB,MYB_related",NAC,9.5,16.0,0.755065010012464,-6.5
Zm00001eb407550,"Dof,MYB_related","ARF,NAC,bHLH,bZIP",3.8,12.0,0.3578814871565444,-8.2
Zm00001eb407610,"Dof,MYB,MYB_related","NAC,bHLH",13.666666666666666,4.5,0.2115348626500912,9.166666666666666
Zm00001eb407630,"MYB,MYB_related","NAC,SBP",6.0,12.5,2.292512033659681,-6.5
Zm00001eb407650,"Dof,MYB,MYB_related",bZIP,14.625,5.0,0.8634499051446685,9.625
Zm00001eb407660,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",8.444444444444445,5.076923076923077,0.6853604919391517,3.367521367521368
Zm00001eb407670,"Dof,MYB","NAC,bHLH,bZIP",9.5,14.75,0.5634895685865604,-5.25
Zm00001eb407680,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",11.4,5.142857142857143,0.2570583565155169,6.257142857142857
Zm00001eb407700,Dof,"ARF,SBP",10.0,6.0,0.9780260259945616,4.0
Zm00001eb407710,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",11.071428571428571,6.769230769230769,0.8340393262620344,4.302197802197802
Zm00001eb407730,"Dof,MYB,MYB_related",bZIP,12.666666666666666,0.0,3.5721296528331146,12.666666666666666
Zm00001eb407750,MYB_related,bHLH,8.0,5.0,1.014641697669748,3.0
Zm00001eb407760,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",7.25,12.846153846153847,1.664685106715176,-5.596153846153847
Zm00001eb407790,"Dof,MYB,MYB_related","ARF,NAC",9.0,2.5,0.5084298676788628,6.5
Zm00001eb407840,"Dof,MYB,MYB_related",NAC,11.333333333333334,4.0,0.5622695661210934,7.333333333333334
Zm00001eb407860,"Dof,MYB,MYB_related","ARF,bZIP",16.2,6.333333333333333,0.6450705194142136,9.866666666666667
Zm00001eb407890,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",5.833333333333333,4.461538461538462,0.4899010700467043,1.3717948717948714
Zm00001eb407950,"MYB,MYB_related",ARF,17.0,10.0,1.0,7.0
Zm00001eb407990,"Dof,MYB,MYB_related","ARF,NAC,SBP",10.8,3.8,0.4385365255336285,7.000000000000001
Zm00001eb408010,"Dof,MYB,MYB_related","ARF,NAC,bZIP",3.3333333333333335,6.666666666666667,0.5285980653524575,-3.3333333333333335
Zm00001eb408050,"Dof,MYB","ARF,NAC,SBP,bHLH,bZIP",6.666666666666667,14.5,1.807163726251892,-7.833333333333333
Zm00001eb408070,"Dof,MYB,MYB_related",bZIP,19.2,7.0,0.211610086217115,12.2
Zm00001eb408080,Dof,"NAC,SBP",12.0,9.0,0.3833433636275806,3.0
Zm00001eb408100,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH",7.0,2.6666666666666665,0.7795757038113529,4.333333333333334
Zm00001eb408110,"Dof,MYB,MYB_related","ARF,NAC,SBP",11.5,8.0,0.6768299364223891,3.5
Zm00001eb408220,"MYB,MYB_related",ARF,11.0,1.0,0.3621420038694751,10.0
Zm00001eb408250,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",12.8,5.0,0.3443322643405048,7.800000000000001
Zm00001eb408260,"MYB,MYB_related",NAC,6.5,6.0,1.6156097050185143,0.5
Zm00001eb408290,"MYB,MYB_related",ARF,14.5,0.0,0.9926424198043978,14.5
Zm00001eb408310,"MYB,MYB_related","NAC,SBP,bZIP",7.75,4.0,0.597093399378035,3.75
Zm00001eb408350,"Dof,MYB,MYB_related","ARF,SBP,bZIP",13.6,3.8,1.2934830526271164,9.8
Zm00001eb408360,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",16.444444444444443,8.444444444444445,1.3995855047432464,7.999999999999998
Zm00001eb408490,"Dof,MYB,MYB_related","ARF,NAC,SBP,bZIP",2.1666666666666665,4.428571428571429,0.4311250939853974,-2.2619047619047623
Zm00001eb408500,MYB,SBP,6.0,12.0,0.4509161735817641,-6.0
Zm00001eb408540,"Dof,MYB",NAC,8.5,12.0,0.3400607949036093,-3.5
Zm00001eb408620,"MYB,MYB_related","ARF,NAC,SBP",5.0,2.25,0.1373576664081326,2.75
Zm00001eb408630,"MYB,MYB_related","ARF,NAC,SBP,bHLH",8.833333333333334,10.8,0.3213561236706848,-1.9666666666666668
Zm00001eb408710,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH",8.166666666666666,11.375,0.6116133652379832,-3.208333333333334
Zm00001eb408720,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",10.0,8.0,1.2882210286115203,2.0
Zm00001eb408730,"Dof,MYB,MYB_related",ARF,11.6,4.0,0.3324535266793632,7.6
Zm00001eb408750,"MYB,MYB_related",NAC,9.5,24.0,0.6669013057506816,-14.5
Zm00001eb408790,MYB,"ARF,NAC,SBP,bHLH",11.0,5.0,0.5016728614131758,6.0
Zm00001eb408820,MYB,"NAC,bZIP",12.0,6.0,0.717699883174329,6.0
Zm00001eb408880,Dof,"ARF,bHLH",2.0,3.5,0.6019070559663148,-1.5
Zm00001eb408900,Dof,"NAC,bHLH,bZIP",2.0,3.0,0.7160242491186418,-1.0
Zm00001eb408940,"Dof,MYB_related","ARF,bZIP",9.0,6.0,1.192381716881555,3.0
Zm00001eb408960,"MYB,MYB_related",bHLH,10.5,8.0,0.6523467800693061,2.5
Zm00001eb409020,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",9.11111111111111,3.6666666666666665,1.2495168983726683,5.444444444444445
Zm00001eb409030,MYB,"ARF,NAC,bHLH,bZIP",10.0,4.5,0.6760059591652678,5.5
Zm00001eb409040,"Dof,MYB,MYB_related",ARF,15.333333333333334,3.0,0.5784151828340659,12.333333333333334
Zm00001eb409080,MYB,bHLH,29.0,7.0,0.2296251133347358,22.0
Zm00001eb409090,"Dof,MYB","NAC,bHLH",11.0,9.333333333333334,0.1968261985743747,1.666666666666666
Zm00001eb409100,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",8.571428571428571,12.75,1.5927282022753049,-4.178571428571429
Zm00001eb409190,"MYB,MYB_related",ARF,7.0,10.0,0.2741888170299159,-3.0
Zm00001eb409220,"Dof,MYB,MYB_related","ARF,SBP,bHLH,bZIP",9.25,12.6,0.5441182907802095,-3.3499999999999996
Zm00001eb409230,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",6.666666666666667,6.4,0.4464709430090087,0.2666666666666666
Zm00001eb409270,"Dof,MYB_related",SBP,13.0,7.0,0.8675403203279445,6.0
Zm00001eb409280,"Dof,MYB,MYB_related",ARF,10.833333333333334,0.0,0.480066308442749,10.833333333333334
Zm00001eb409440,"MYB,MYB_related",ARF,12.0,5.0,0.1133174755841513,7.0
Zm00001eb409430,"MYB,MYB_related","NAC,bHLH",6.5,5.5,0.3323449725570434,1.0
Zm00001eb409450,"MYB,MYB_related",bHLH,17.5,1.0,0.5022214940563698,16.5
Zm00001eb409480,"Dof,MYB","NAC,SBP,bHLH,bZIP",4.5,2.0,0.1827295779083401,2.5
Zm00001eb409570,"Dof,MYB","ARF,NAC",19.333333333333332,11.0,0.1974188685327677,8.333333333333332
Zm00001eb409630,"MYB,MYB_related",bZIP,25.25,0.0,0.213134041888157,25.25
Zm00001eb409690,Dof,SBP,9.0,6.0,0.9081440234138058,3.0
Zm00001eb409750,"Dof,MYB,MYB_related","ARF,SBP,bZIP",12.0,3.3333333333333335,0.5346023134863253,8.666666666666666
Zm00001eb409770,"Dof,MYB,MYB_related",ARF,12.0,2.0,0.6172006725304899,10.0
Zm00001eb409780,Dof,ARF,9.0,2.0,0.378364424493818,7.0
Zm00001eb409800,Dof,bHLH,10.0,1.0,0.2789229258503712,9.0
Zm00001eb409880,MYB,SBP,5.0,30.0,0.440895291198419,-25.0
Zm00001eb409970,MYB_related,NAC,2.0,9.0,0.8121373528137975,-7.0
Zm00001eb410020,"Dof,MYB",bHLH,5.0,2.0,0.3891658306570334,3.0
Zm00001eb410080,"Dof,MYB,MYB_related","ARF,NAC",9.727272727272727,3.75,0.4118995459876834,5.977272727272727
Zm00001eb410110,MYB_related,"NAC,bHLH",5.0,11.5,0.2507966238819998,-6.5
Zm00001eb410120,"Dof,MYB,MYB_related","NAC,bZIP",13.0,3.5,0.2664754726251884,9.5
Zm00001eb410220,"MYB,MYB_related","ARF,SBP,bHLH",16.666666666666668,4.0,0.3799835258775904,12.666666666666668
Zm00001eb410230,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",12.0,6.333333333333333,1.1699817684352618,5.666666666666667
Zm00001eb410260,"Dof,MYB_related",NAC,9.5,4.0,0.6112772818974196,5.5
Zm00001eb410350,"Dof,MYB,MYB_related",bZIP,9.0,1.5,0.2624542534953422,7.5
Zm00001eb410420,MYB,NAC,24.0,4.0,0.6571217119854952,20.0
Zm00001eb410430,"MYB,MYB_related","ARF,NAC,bHLH",12.333333333333334,6.666666666666667,0.4826219144309321,5.666666666666667
Zm00001eb410550,"Dof,MYB","NAC,bHLH,bZIP",9.5,1.6666666666666667,0.3120755651711195,7.833333333333333
Zm00001eb410570,"Dof,MYB",SBP,14.0,5.0,0.4707916568873391,9.0
Zm00001eb410630,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",8.25,2.7142857142857144,0.4443241288272632,5.535714285714286
Zm00001eb410660,"Dof,MYB,MYB_related","ARF,SBP,bZIP",12.75,4.666666666666667,0.5187941447933717,8.083333333333332
Zm00001eb410680,MYB,"ARF,bHLH",10.0,0.5,0.4801860567404833,9.5
Zm00001eb410710,"Dof,MYB_related","NAC,SBP,bHLH",7.0,6.666666666666667,0.9789724938448964,0.33333333333333304
Zm00001eb410730,"Dof,MYB","NAC,bHLH,bZIP",7.0,3.0,2.023126293599211,4.0
Zm00001eb410820,MYB_related,ARF,4.0,1.0,0.4185370322337953,3.0
Zm00001eb410860,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",18.333333333333332,7.6,0.6835245943593173,10.733333333333333
Zm00001eb410890,Dof,"NAC,bZIP",24.0,10.0,0.2537823182959316,14.0
Zm00001eb410920,"Dof,MYB_related",ARF,3.3333333333333335,3.0,0.5082715792255382,0.3333333333333335
Zm00001eb411070,"Dof,MYB",bHLH,19.5,1.0,2.8950151128784047,18.5
Zm00001eb411230,"MYB,MYB_related","NAC,bHLH",12.0,5.0,0.667102539511306,7.0
Zm00001eb411250,"Dof,MYB_related","ARF,bHLH",11.666666666666666,3.0,0.305169082542307,8.666666666666666
Zm00001eb411420,"Dof,MYB,MYB_related","NAC,SBP",11.333333333333334,5.5,0.2628081947103152,5.833333333333334
Zm00001eb411430,"Dof,MYB","NAC,SBP",7.0,7.5,0.4854268271702417,-0.5
Zm00001eb411460,"Dof,MYB,MYB_related",bHLH,11.25,8.0,0.5571698744482335,3.25
Zm00001eb411490,"Dof,MYB,MYB_related","SBP,bZIP",6.666666666666667,5.5,0.2764926086316712,1.166666666666667
Zm00001eb411600,"Dof,MYB_related","ARF,NAC,SBP,bHLH,bZIP",16.5,5.0,3.651997591040439,11.5
Zm00001eb411670,MYB,"NAC,bHLH,bZIP",7.0,9.0,0.8199658704093619,-2.0
Zm00001eb411700,"MYB,MYB_related",SBP,10.5,18.0,0.3936643693921673,-7.5
Zm00001eb412150,"Dof,MYB,MYB_related","ARF,NAC",8.5,9.0,0.5979185664697954,-0.5
Zm00001eb412190,"Dof,MYB,MYB_related",SBP,2.6666666666666665,14.0,0.7740847802752465,-11.333333333333334
Zm00001eb412280,Dof,"bHLH,bZIP",3.0,1.0,0.6574757662358671,2.0
Zm00001eb412370,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",16.0,9.833333333333334,0.2310513218192563,6.166666666666666
Zm00001eb412910,"Dof,MYB,MYB_related","NAC,bHLH,bZIP",11.6,5.8,1.0202932090403998,5.8
Zm00001eb412950,"Dof,MYB,MYB_related","ARF,NAC,bHLH,bZIP",11.0,7.0,0.1856532783156764,4.0
Zm00001eb413010,"Dof,MYB","ARF,NAC",10.0,3.0,0.5499203857522703,7.0
Zm00001eb413050,"Dof,MYB,MYB_related","NAC,SBP,bHLH",15.666666666666666,7.0,0.2228906781363019,8.666666666666666
Zm00001eb413110,"MYB,MYB_related",ARF,18.0,4.0,1.0239396609029288,14.0
Zm00001eb413170,"Dof,MYB_related","NAC,SBP",3.0,10.5,0.716396373970973,-7.5
Zm00001eb413200,MYB_related,NAC,3.0,15.0,0.8210298589546807,-12.0
Zm00001eb413340,"MYB,MYB_related","NAC,SBP,bHLH",14.2,3.0,0.1187579447682917,11.2
Zm00001eb413360,"MYB,MYB_related",SBP,4.0,6.0,1.0091285331111426,-2.0
Zm00001eb413370,"Dof,MYB,MYB_related","NAC,SBP",17.0,6.5,0.1759493885959785,10.5
Zm00001eb413390,"MYB,MYB_related","SBP,bHLH,bZIP",7.75,8.5,0.4146204012529842,-0.75
Zm00001eb413400,"Dof,MYB,MYB_related","ARF,NAC,SBP",5.2,5.0,0.9630891857130456,0.20000000000000018
Zm00001eb413410,"MYB,MYB_related","ARF,SBP",9.5,2.25,0.401318287463543,7.25
Zm00001eb413420,Dof,ARF,5.0,6.0,0.9407885911107192,-1.0
Zm00001eb413470,"Dof,MYB,MYB_related","ARF,NAC,bHLH,bZIP",7.333333333333333,9.5,1.5118300312156063,-2.166666666666667
Zm00001eb413540,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH",10.666666666666666,3.75,0.8350936291296915,6.916666666666666
Zm00001eb413570,"Dof,MYB","NAC,bZIP",17.0,4.0,0.8991969840294864,13.0
Zm00001eb413700,"Dof,MYB,MYB_related","NAC,SBP,bZIP",14.0,6.75,0.5393781454123191,7.25
Zm00001eb413710,"Dof,MYB,MYB_related",SBP,9.0,8.0,0.4942124036646067,1.0
Zm00001eb413770,"Dof,MYB_related",NAC,2.0,19.0,2.2930298945762315,-17.0
Zm00001eb413850,"Dof,MYB_related",ARF,14.5,1.0,0.9926182858643022,13.5
Zm00001eb413880,"MYB,MYB_related","NAC,SBP",14.666666666666666,10.5,0.488173525981026,4.166666666666666
Zm00001eb413920,"MYB,MYB_related",NAC,8.666666666666666,2.0,0.4174024192896378,6.666666666666666
Zm00001eb413950,"MYB,MYB_related","ARF,NAC,bHLH",7.5,2.6666666666666665,0.3173141244379504,4.833333333333334
Zm00001eb414020,"Dof,MYB_related","ARF,NAC,SBP,bHLH",6.2,4.875,0.1769738499104542,1.3250000000000002
Zm00001eb414050,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",7.833333333333333,6.75,0.2194208027671101,1.083333333333333
Zm00001eb414060,"Dof,MYB,MYB_related","NAC,bHLH",9.25,13.0,1.1250761310250976,-3.75
Zm00001eb414080,"Dof,MYB,MYB_related",ARF,21.333333333333332,6.0,0.3520731598975995,15.333333333333332
Zm00001eb414110,"MYB,MYB_related","ARF,NAC,SBP",4.0,6.333333333333333,0.677861754059086,-2.333333333333333
Zm00001eb414180,"Dof,MYB,MYB_related","ARF,NAC,SBP",16.75,2.75,0.2148575595845022,14.0
Zm00001eb414310,"Dof,MYB_related",NAC,9.0,2.0,0.2772028446603092,7.0
Zm00001eb414330,"Dof,MYB,MYB_related","ARF,NAC,bHLH",5.0,11.0,2.417563507957427,-6.0
Zm00001eb414340,MYB,"SBP,bHLH",10.0,3.3333333333333335,1.2081477429636611,6.666666666666666
Zm00001eb414530,"Dof,MYB,MYB_related","NAC,SBP,bHLH,bZIP",11.666666666666666,5.25,0.4296435610606444,6.416666666666666
Zm00001eb414700,"Dof,MYB,MYB_related","NAC,SBP",10.4,7.5,0.2645783331668492,2.9000000000000004
Zm00001eb414720,"Dof,MYB,MYB_related",NAC,19.8,2.0,0.8682956861807891,17.8
Zm00001eb414780,"Dof,MYB,MYB_related","ARF,NAC,SBP",11.285714285714286,4.142857142857143,0.3470589322186631,7.142857142857143
Zm00001eb414870,MYB,"ARF,SBP",6.0,3.5,3.2519561206131,2.5
Zm00001eb414950,"Dof,MYB,MYB_related","ARF,NAC",14.285714285714286,5.75,0.2839864905827633,8.535714285714286
Zm00001eb414960,Dof,"ARF,bHLH",2.0,5.5,0.6343123811990482,-3.5
Zm00001eb414980,MYB_related,"ARF,NAC,bHLH,bZIP",7.0,3.0,0.907368071554785,4.0
Zm00001eb414990,"Dof,MYB",ARF,10.0,3.0,0.6625904067121393,7.0
Zm00001eb415010,"MYB,MYB_related",ARF,26.666666666666668,1.0,0.3064976358734677,25.666666666666668
Zm00001eb415030,"Dof,MYB,MYB_related","ARF,bHLH",14.5,4.666666666666667,0.6934607875201453,9.833333333333332
Zm00001eb415160,"MYB,MYB_related","ARF,NAC,SBP",8.0,6.666666666666667,3.853486620526295,1.333333333333333
Zm00001eb415210,"Dof,MYB_related",SBP,11.5,4.0,0.393914941725231,7.5
Zm00001eb415230,MYB,bZIP,25.0,2.0,1.2456551980554025,23.0
Zm00001eb415360,"MYB,MYB_related","ARF,NAC,bZIP",3.6666666666666665,4.0,0.1354903833908195,-0.3333333333333335
Zm00001eb415430,MYB_related,SBP,6.0,1.0,1.5128930169781298,5.0
Zm00001eb415450,MYB,"bHLH,bZIP",15.0,8.0,0.3762718300889325,7.0
Zm00001eb415460,"MYB,MYB_related","ARF,NAC,SBP,bHLH",7.5,3.25,0.3391611372851162,4.25
Zm00001eb415470,"Dof,MYB,MYB_related","NAC,SBP",8.666666666666666,9.0,0.2982797215619579,-0.3333333333333339
Zm00001eb415480,Dof,"NAC,bHLH",10.0,5.5,2.815314783104478,4.5
Zm00001eb415520,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",2.6,6.666666666666667,0.6036614781908934,-4.066666666666666
Zm00001eb415530,"Dof,MYB_related","ARF,bHLH,bZIP",5.333333333333333,3.6,0.3058435795890632,1.733333333333333
Zm00001eb415630,"MYB,MYB_related","ARF,NAC,SBP,bHLH",2.6666666666666665,9.625,0.2166423611529168,-6.958333333333334
Zm00001eb415700,MYB,"ARF,NAC,SBP,bHLH",12.5,3.857142857142857,0.7201158084641807,8.642857142857142
Zm00001eb415690,MYB,"ARF,NAC,SBP,bHLH",11.666666666666666,3.888888888888889,0.3437544769048813,7.777777777777777
Zm00001eb415930,"Dof,MYB,MYB_related","ARF,NAC,bHLH",13.571428571428571,6.666666666666667,0.3818737449185453,6.904761904761904
Zm00001eb415950,"MYB,MYB_related","NAC,SBP,bZIP",10.5,4.333333333333333,0.1592591377772616,6.166666666666667
Zm00001eb415960,"Dof,MYB,MYB_related","ARF,NAC,SBP,bHLH,bZIP",14.0,6.0,0.3543118180318705,8.0
